payCardID,Passenger,age,age_group,payCardSex,payCardBank,total_number_of_Transactions,Most_frequent_corridorName,Most_frequent_tapInStopsName,Most_Frequent_tapOutStopsName,signup_date,last_active_date
3502967899324468,Ivan Riyanti,59,Non-Student,M,dki,14,Dukuh Atas - Casablanca via Epicentrum Raya,Epiwalk Epicentrum,Halimun 1,2023-04-13 11:42:19,2023-04-19 20:16:48
3503299442876375,Erik Adriansyah,34,Non-Student,F,dki,4,Rusun Jati Rawasari - Senen,Bengkel Jln. Letjen Suprapto,Honda Letjen Suprapto,2023-04-09 15:02:29,2023-04-30 17:37:18
3503918016820705,"Ayu Pranowo, M.Farm",53,Non-Student,M,dki,1,Ragunan - MH Thamrin via Kuningan,Bundaran HI,MH Thamrin,2023-04-29 14:48:18,2023-04-29 15:56:28
3503950365035536,Artanto Manullang,37,Non-Student,M,dki,39,Rawamangun - Duren Sawit,Gg. Subuh,Simpang Cipinang Kebembem 1,2023-04-03 06:49:22,2023-04-28 18:49:44
3504089754852802,Prasetyo Astuti,36,Non-Student,M,dki,14,Rusun Rawa Bebek - Penggilingan,Rusun Rawa Bebek,Rusun Rawa Bebek,2023-04-13 13:08:59,2023-04-19 20:39:08
3504280064228391,Hasim Farida,24,Non-Student,F,dki,3,Jelambar - Juanda,Andara Margasatwa 2,Jelambar,2023-04-09 16:20:00,2023-04-29 20:52:08
3504385786384834,Paiman Januar,28,Non-Student,F,dki,38,Kampung Melayu - Tanah Abang,Jln. Karet Pasar Baru Barat VII,Jln. Karet Pasar Baru Barat IV,2023-04-03 09:44:50,2023-04-28 22:29:20
3504571602552593,drg. Hilda Firgantoro,32,Non-Student,F,dki,4,Joglo - Blok M,Blok F,Pospol Jati Bunder,2023-04-08 18:35:41,2023-04-30 19:06:30
3504648028041755,Balidin Ardianto,43,Non-Student,M,dki,40,Lebak Bulus - Ragunan,Badan Diklat Kejaksaan RI,Gg. Harapan I Jagakarsa,2023-04-03 06:00:07,2023-04-28 19:48:31
3504787672864607,drg. Cecep Rahimah,42,Non-Student,M,dki,39,Rempoa - Blok M,Puskesmas Kel. Gunung,Blok M Jalur 3,2023-04-03 05:55:55,2023-04-28 17:59:09
3505143514830399,Ir. Almira Mandala,43,Non-Student,M,dki,4,Blok M - Kota,Balai Kota,Bermis,2023-04-09 17:58:10,2023-04-30 16:05:53
3505552225259278,"Mulyanto Firmansyah, S.H.",46,Non-Student,M,dki,4,Cibubur Junction - Blok M,GBK Pintu 7,Poins Square,2023-04-09 16:49:12,2023-04-30 08:32:06
3505707886664931,T. Bagas Halimah,30,Non-Student,F,dki,40,Terminal Kalideres - Terminal Muara Angke,Centro Metro Broadway,Pesakih 1,2023-04-03 05:21:39,2023-04-28 18:35:34
3506580241941339,"drg. Karna Lestari, M.Kom.",21,Non-Student,M,dki,40,Stasiun Tebet - Karet via Patra Kuningan,Ambassador,Karet Pedurenan 1,2023-04-03 08:08:11,2023-04-28 21:31:14
3506675645732225,Malik Hutasoit,58,Non-Student,M,dki,1,JIS - Terminal Muara Angke,SPBU Industri Kemayoran,PLTU Pluit,2023-04-21 09:57:00,2023-04-21 10:17:42
3507067369909966,"Empluk Wasita, S.T.",51,Non-Student,F,dki,4,Jambore Cibubur - Pasar Rebo,Harmoni Arah Utara,Jembatan Merah,2023-04-08 11:13:51,2023-04-29 15:56:58
3507107976417837,Gatra Rahayu,78,Non-Student,M,dki,40,Ragunan - Gelora Bung Karno,Duren Tiga,Masjid Agung,2023-04-03 05:14:27,2023-04-28 19:08:06
3507250769984157,Salimah Siregar,59,Non-Student,F,dki,39,Cililitan - Condet via Kayu Manis,Yayasan Adi Luhur Gedong,Sbr. Masjid Al Hawi Cililitan,2023-04-03 08:42:34,2023-04-28 19:21:04
3507503365743967,Ridwan Usamah,37,Non-Student,F,dki,4,Taman Waduk Papanggo - Kota Tua,Bimbel Calistung,Masjid Al Barkah 1,2023-04-09 06:07:58,2023-04-29 18:57:47
3507714953618871,Wardi Manullang,23,Non-Student,F,dki,4,Bintaro - Blok M,Gatot Subroto Jamsostek Arah Timur,Gerbang Tol Veteran,2023-04-09 17:23:54,2023-04-29 23:02:15
3507749826517850,Puput Pranowo,42,Non-Student,F,dki,4,Bulak Turi - Tanjung Priok,Balai Kota 1,Buddha Tzu Chi,2023-04-09 20:20:53,2023-04-29 14:51:58
3507821491441722,Luwes Budiman,28,Non-Student,F,dki,4,Meruya - Blok M,Grogol 2 Arah Selatan,BSI 2,2023-04-08 21:58:16,2023-04-29 18:27:31
3507946556271373,Balijan Damanik,21,Non-Student,M,dki,39,Bekasi Timur - Cawang,Pom Bensin Mulyadi,GP Mall 1,2023-04-03 06:29:59,2023-04-28 20:43:24
3508055251895822,Jasmani Sirait,49,Non-Student,M,dki,39,Puri Beta - Kuningan (Express),Adam Malik,Puri Beta 2,2023-04-03 06:08:43,2023-04-28 18:46:08
3508400279072394,Karya Utami,36,Non-Student,F,dki,4,Cililitan - Dwikora,Kemayoran Landas Pacu Timur,Danau Agung,2023-04-09 20:29:24,2023-04-29 21:18:43
3508576375228004,Winda Lazuardi,59,Non-Student,M,dki,1,Cililitan - Condet,Jln. Pucung 2 Munggang,Midi Utama Condet Raya,2023-04-14 12:33:25,2023-04-14 13:01:56
3508642829144211,"R.M. Kurnia Usamah, M.M.",48,Non-Student,M,dki,1,Rawamangun - Klender,Klinik Hemodialisa Pandaoni Medika,St. LRT Velodrome 2,2023-04-01 16:13:28,2023-04-01 17:06:39
3508668489770649,Dr. Jamalia Lailasari,15,Student,F,dki,4,Kampung Rambutan - Blok M,BNN Jakarta Utara,Jln. Sunter Permai 2,2023-04-08 19:41:36,2023-04-29 07:08:54
3508859132846676,Dr. Kunthara Megantara,23,Non-Student,F,dki,4,Pinang Ranti - Pluit,Boulevard Pelepah Raya,Cawang UKI,2023-04-09 13:54:50,2023-04-29 20:58:00
3508912774663915,"Drs. Bakidin Setiawan, S.E.",59,Non-Student,F,dki,14,Blok M - Universitas Indonesia,RS Tria Dipa,MBAU,2023-04-13 06:17:06,2023-04-19 18:18:07
3509163775507805,Labuh Kusumo,32,Non-Student,F,dki,14,Pasar Minggu - Tanah Abang,Jamsostek Gatot Subroto,Masjid At Taqwa 1,2023-04-13 09:20:25,2023-04-19 17:32:28
3509479409766173,"Yuni Tamba, M.TI.",34,Non-Student,M,dki,1,Pasar Minggu - Ciganjur via KB Ragunan,Sbr. Jln. Kelinci,Jln. Dul Djaim Cipedak,2023-04-07 20:29:09,2023-04-07 21:44:11
3510332230740486,Dinda Putra,35,Non-Student,F,dki,4,Cililitan - Condet via Kayu Manis,Gg. H. Mujeni Cililitan,Gg. Balai Rakyat Balekambang,2023-04-08 11:34:09,2023-04-29 18:32:46
3510579386878722,Puti Firgantoro,41,Non-Student,M,dki,3,Bulak Turi - Tanjung Priok,Blok E,Blok F,2023-04-16 19:15:17,2023-04-29 22:57:53
3510894501773918,"Wage Gunarto, S.Psi",53,Non-Student,F,dki,4,Harmoni - Jakarta International Stadium,BKN,JIS,2023-04-09 21:24:37,2023-04-30 14:06:02
3511110900198436,"Farhunnisa Prasetya, S.T.",51,Non-Student,F,dki,39,Terminal Tanjung Priok - Ancol Barat,Jln. Ancol Barat 1,Kel. Ancol,2023-04-03 08:31:00,2023-04-28 19:39:01
3511593949794788,Humaira Maryadi,32,Non-Student,F,dki,3,BSD - Jelambar,Kec. Pasar Minggu,Jati Padang,2023-04-15 11:52:32,2023-04-30 17:19:57
3512094791916164,Nurul Prasasta,42,Non-Student,F,dki,35,Rusun Kapuk Muara - Penjaringan,Penjaringan,Rusun Kapuk Muara,2023-04-03 08:06:30,2023-04-28 21:00:17
3512336121003019,Ir. Vanesa Rahayu,43,Non-Student,M,dki,4,Kebayoran Lama - Tanah Abang,Kemenkes 2,Jatinegara RS Premier,2023-04-08 18:02:14,2023-04-30 07:44:29
3512866953021028,"Cecep Firgantoro, S.Kom",37,Non-Student,M,dki,1,Bekasi Timur - Cawang,Terminal Bekasi,Cawang UKI,2023-04-07 10:57:48,2023-04-07 11:52:00
3512921611736416,drg. Harto Kusmawati,15,Student,M,dki,1,Rusun Flamboyan - Cengkareng,Jln. Kayu Besar Dalam,Puri Agung,2023-04-05 16:20:12,2023-04-05 17:05:04
3512927531214772,Ifa Rajasa,59,Non-Student,M,dki,4,BSD Serpong - Fatmawati,SDN Ragunan 14,Jln. Galur Sari Barat 2,2023-04-08 19:30:15,2023-04-29 09:37:58
3513474919754912,Nardi Irawan,27,Non-Student,M,dki,40,Roxy - Benhil,Jln. Mutiara Benhil,Gedung Pompa Cideng Siantar,2023-04-03 09:13:24,2023-04-28 23:08:41
3513938907047497,"Ir. Rahmi Hidayat, S.H.",36,Non-Student,M,dki,4,St. LRT Pegangsaan Dua - JIS,Gg. Ampera BMW Astra,Carrefour Lebak Bulus,2023-04-09 06:04:20,2023-04-29 05:43:48
3514160059639984,Laila Melani,21,Non-Student,F,dki,39,Kampung Rambutan - Pondok Gede,Pertigaan H. Sadjim 3,RS Adhiyaksa,2023-04-03 08:13:12,2023-04-28 19:31:25
3515529130973407,Harimurti Pangestu,26,Non-Student,F,dki,38,Pinang Ranti - Pulo Gadung,Pangkalan Jati,Pospol Makasar,2023-04-03 09:46:06,2023-04-28 22:35:10
3516006502484403,Marsito Anggriawan,32,Non-Student,M,dki,37,Kampung Rambutan - Monas,Bank Indonesia Arah Utara,Monas,2023-04-03 06:01:47,2023-04-28 17:51:20
3516594869567563,"drg. Salwa Kusmawati, S.IP",13,Student,F,dki,39,Pantai Maju - Balai Kota,Glodok,Monas,2023-04-03 07:17:06,2023-04-28 07:33:54
3516971157050652,Cut Salwa Mandala,17,Student,F,dki,1,Cinere - Kuningan,Gama Tower,Patra Kuningan 1,2023-04-27 08:36:01,2023-04-27 11:07:25
3517510209029816,Endah Novitasari,39,Non-Student,M,dki,37,Kebayoran Lama - Jelambar,Balai Pertamina,Pasar Kebayoran Lama,2023-04-03 07:25:37,2023-04-28 18:24:30
3517522624788322,Galuh Permata,18,Student,M,dki,1,Kebayoran Lama - Tanah Abang,Juraganan,Ps. Palmerah,2023-04-07 11:33:58,2023-04-07 12:10:56
3517828003370511,"Lurhur Winarno, S.H.",18,Student,F,dki,39,Pantai Maju - Balai Kota,Gold Coast,Pantai Maju,2023-04-03 07:51:57,2023-04-28 22:09:40
3518707807771562,Hasna Manullang,47,Non-Student,F,dki,40,Dwikora - Penas Kalimalang,Mabes Au Dinas Psikologi,Cawang Soetoyo 1,2023-04-03 06:03:19,2023-04-28 18:59:10
3519627867674408,"Dt. Damar Prayoga, M.Ak",23,Non-Student,F,dki,4,Kalideres - Gelora Bung Karno,Budi Utomo,Pademangan,2023-04-08 11:42:21,2023-04-29 19:01:35
3520019550205566,Radika Fujiati,49,Non-Student,M,dki,39,Rawamangun - Klender,Klinik Hemodialisa Pandaoni Medika,Total Buah Rawamangun,2023-04-03 08:49:05,2023-04-28 18:25:29
3520040370814007,Farah Latupono,14,Student,M,dki,1,Tanah Abang - St. Gondangdia,Jln. Kb. Kacang VIII,Pospol Jati Bunder,2023-04-30 15:52:34,2023-04-30 18:38:25
3520704464952524,Hilda Halim,38,Non-Student,M,dki,1,Ciputat - CSW,St. MRT Blok M 1,Komplek Uin,2023-04-28 12:45:22,2023-04-28 14:53:48
3520950520120701,Kuncara Handayani,45,Non-Student,M,dki,14,Kampung Melayu - Ragunan,Gg. Borobudur Ragunan,Sawo Kecik Raya,2023-04-13 09:13:39,2023-04-19 21:04:39
3521324916954983,Dr. Kawaya Hutagalung,40,Non-Student,M,dki,4,Kampung Rambutan - Blok M,IRTI,Ps. Keramik Panglima Polim,2023-04-09 17:28:15,2023-04-29 13:07:44
3521407549788058,Karma Narpati,30,Non-Student,F,dki,40,Pasar Minggu - Ciganjur via KB Ragunan,Masjid Jami Asy Syakirin,Sbr. Gg. Cermai,2023-04-03 05:37:23,2023-04-28 17:49:06
3521412313713308,Wirda Palastri,37,Non-Student,F,dki,4,Kampung Rambutan - Monas,Gelanggang Remaja,Bidara Cina,2023-04-09 12:40:11,2023-04-29 12:31:29
3521453331746722,Danuja Dongoran,31,Non-Student,F,dki,14,Stasiun Tebet - Karet via Underpass,SMU 79,Plaza Sentral,2023-04-13 05:30:20,2023-04-19 21:52:05
3521519180300355,Kenari Mustofa,22,Non-Student,M,dki,3,Cililitan - Dwikora,Dinas Lingkungan Hidup,Sbr. Gereja Oikumene,2023-04-09 19:56:14,2023-04-22 15:16:16
3521643682976940,Rahmi Saptono,12,Student,F,dki,14,Pinang Ranti - Pluit,Jembatan Besi,BNN Arah Barat,2023-04-13 08:14:14,2023-04-19 17:05:02
3521790276677051,"H. Darmana Safitri, M.M.",40,Non-Student,M,dki,39,Kalimalang - Duren Sawit,SMPN 252,Klapa Village Pondok Kelapa,2023-04-03 06:59:18,2023-04-28 20:21:03
3521870832057616,Vino Mayasari,17,Student,M,dki,13,Depok - BKN,Moch Yusuf Raya 1,Sbr. Pesona Square,2023-04-13 11:11:28,2023-04-19 20:49:18
3522432572015145,Iriana Pangestu,26,Non-Student,M,dki,40,Kampung Melayu - Pulo Gebang via BKT,Buaran Plaza,Perumnas Klender,2023-04-03 07:38:26,2023-04-28 23:01:59
3522515700043201,Amelia Nasyidah,38,Non-Student,F,dki,13,Cempaka Putih - Pulo Gadung via Kelapa Gading,Simpang Kepu Kesadaran,Boulevard Inspeksi Kali Sunter,2023-04-13 11:48:59,2023-04-19 11:32:13
3522657002696375,Hj. Shania Puspasari,33,Non-Student,F,dki,1,Pinang Ranti - Pulo Gadung,Jln. Kapuk 2,Giant Pondok Gede 1,2023-04-28 11:10:06,2023-04-28 13:01:16
3522780633744305,Prima Siregar,29,Non-Student,M,dki,1,Pulo Gadung 2 - Kuningan,Halimun,Patra Kuningan,2023-04-26 18:48:38,2023-04-26 21:16:11
3523401971692951,"Hasan Siregar, M.Kom.",38,Non-Student,F,dki,40,Lebak Bulus - Petukangan,Darul Aitam Pondok Pinang,Kolong Tol Jakarta Serpong 1,2023-04-03 07:57:21,2023-04-28 20:57:45
3523501988176433,Eli Mangunsong,23,Non-Student,F,dki,3,Gondangdia - Senen,Pool Taksi Tanah Kusir,Graha Nusantara,2023-04-09 08:00:55,2023-04-30 10:16:01
3523565456909732,Laras Maheswara,25,Non-Student,M,dki,39,PGC 2 - Tanjung Priok,Cawang UKI,Cipinang Kebon Nanas,2023-04-03 08:22:45,2023-04-28 22:52:04
3523592823651425,Janet Mangunsong,49,Non-Student,M,dki,4,Kalideres - Puri Kembangan,Al-Wathoniyah,Jln. Gempol Raya,2023-04-08 05:13:18,2023-04-29 20:16:24
3524537484100286,Kenzie Dabukke,43,Non-Student,F,dki,4,Cililitan - Condet via Kayu Manis,Gg. Ampera BMW Astra,RS Siloam,2023-04-09 15:32:21,2023-04-30 11:59:30
3524682532578974,Yessi Iswahyudi,58,Non-Student,M,dki,4,Pulo Gebang - Matraman,Imigrasi Jakarta Timur,Mandara Permai 6,2023-04-08 19:57:18,2023-04-29 16:41:17
3525037988255016,"Tgk. Ajiman Palastri, S.Kom",33,Non-Student,M,dki,4,Andara - Stasiun Universitas Pancasila,Allianz,Gg. H. Ali,2023-04-08 17:16:52,2023-04-30 16:55:13
3526351018142667,Agus Siregar,29,Non-Student,M,dki,4,Jakarta International Stadium - Senen,JIS,Kampung Melayu Kecil,2023-04-09 21:28:50,2023-04-29 10:04:35
3527853482331808,Puti Paris Marpaung,21,Non-Student,M,dki,39,Puri Beta - Pancoran Barat,Rawa Barat,Pancoran Barat Arah Timur,2023-04-03 06:33:41,2023-04-28 18:39:55
3528266385259712,"Jamalia Zulkarnain, S.Gz",36,Non-Student,F,dki,39,Stasiun Manggarai - UI,Balai Sudirman,RS Budi Jaya,2023-04-03 05:23:18,2023-04-28 17:28:32
3528429476454085,Tgk. Gawati Hardiansyah,48,Non-Student,M,dki,35,Senen - Blok M,Taman Mataram,MH Thamrin 2,2023-04-03 05:04:34,2023-04-28 17:43:46
3528467207724574,"Drs. Carub Tarihoran, M.Farm",47,Non-Student,F,dki,4,Kampung Melayu - Duren Sawit,Jln. Bekasi Timur I Jatinegara,Dana Reksa,2023-04-08 14:39:13,2023-04-29 06:51:01
3528575651750075,Najwa Situmorang,28,Non-Student,M,dki,37,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,Tebet Eco Park Selatan 4,Jln. Tebet Timur Dalam VIII J,2023-04-03 06:44:48,2023-04-28 19:09:23
3528988342978833,Narji Waskita,39,Non-Student,M,dki,40,Harmoni - Jakarta International Stadium,JIS,Jembatan Item,2023-04-03 06:55:00,2023-04-28 19:08:19
3529040558177467,Dr. Karen Halim,37,Non-Student,F,dki,38,Kampung Melayu - Tanah Abang,Casablanca,Telkom Tebet,2023-04-03 07:58:22,2023-04-28 21:11:29
3529812024069001,Citra Lestari,14,Student,F,dki,38,Tanjung Priok - Blok M,Petojo,Tanjung Priok,2023-04-03 07:00:06,2023-04-28 19:27:28
3529836046214477,"Sutan Harimurti Rahayu, S.Gz",19,Non-Student,F,dki,4,Ciledug - Tendean,KPP Pratama Cilandak,Akademi Farmasi Mahadhika,2023-04-08 08:17:40,2023-04-30 07:14:17
3530393834004501,Melinda Iswahyudi,40,Non-Student,M,dki,12,Puri Beta - Dukuh Atas,Kebayoran Lama,Cipulir,2023-04-13 08:44:08,2023-04-19 11:49:10
3531178674835422,"R. Sadina Sinaga, S.Psi",32,Non-Student,F,dki,38,Cililitan - Condet,Jln. Ikan Hias Batu Ampar,Gg. Ayama,2023-04-03 06:29:01,2023-04-28 17:58:30
3531560183774236,Kiandra Nashiruddin,31,Non-Student,M,dki,3,Grogol - Meruya via Roxy,Buaran Plaza,Gereja Katholik Salib Suci,2023-04-16 20:33:36,2023-04-29 09:41:01
3531742475032842,Capa Wijaya,40,Non-Student,M,dki,38,Stasiun Tebet - Karet via Underpass,Satrio 6,UPT. LLHD 2,2023-04-03 06:17:05,2023-04-28 18:36:58
3532626368844679,Nyana Prayoga,30,Non-Student,M,dki,3,Jelambar - Kota,Jln. Suci Raya Bogor,Kota,2023-04-08 18:41:01,2023-04-23 14:51:57
3533275484229917,Patricia Mulyani,25,Non-Student,F,dki,1,Kebayoran Lama - Jelambar,Gedung Pertamina,S Parman Podomoro City Arah Barat,2023-04-22 10:00:12,2023-04-22 11:05:16
3533408904312159,"R. Clara Yolanda, S.Pd",58,Non-Student,M,dki,40,Kampung Rambutan - Bidara Cina,Bidara Cina,Bidara Cina,2023-04-03 09:51:12,2023-04-28 20:23:07
3533554681284713,"Tina Ramadan, M.Ak",43,Non-Student,F,dki,40,Grogol - Srengseng,Grha Muncul Mekar,Simpang Kelapa Dua H. Kelik,2023-04-03 09:14:08,2023-04-28 21:36:33
3533946420547527,Bagus Samosir,36,Non-Student,M,dki,4,Grogol - Meruya via Roxy,Gg. Elektro,Juanda,2023-04-08 20:28:20,2023-04-30 18:26:59
3533955956389840,Damu Siregar,30,Non-Student,F,dki,38,Lebak Bulus - Cipulir,Sbr. Jln. Beo,ITC Cipulir,2023-04-03 09:36:29,2023-04-28 18:23:12
3534140838249087,Saka Pradipta,15,Student,M,dki,1,Grogol - Srengseng,Sbr. Sekolah Pelita II Kb. Jeruk,St. Pesing,2023-04-15 18:26:35,2023-04-15 21:01:27
3534387229540216,Hamzah Permadi,16,Student,F,dki,39,Monas - Pantai Indah Kapuk,Pantai Maju,Monas 2,2023-04-03 06:45:29,2023-04-28 22:15:30
3534872160014081,"dr. Bakti Waskita, S.Sos",32,Non-Student,M,dki,14,TU Gas - Bundaran Senayan,Bendungan Hilir,KPU,2023-04-13 12:16:12,2023-04-19 20:42:00
3535503118200501,Drs. Cengkal Lailasari,12,Student,M,dki,14,Ragunan - Dukuh Atas 2,Buncit Indah,Imigrasi,2023-04-13 12:23:16,2023-04-19 18:33:54
3535601073732219,R. Unggul Halimah,38,Non-Student,F,dki,34,Lenteng Agung - Aseli,Sbr. Kec. Jagakarsa,Jln. Aselih,2023-04-03 05:43:37,2023-04-28 06:21:16
3535679723903364,"Dr. Gamanto Winarsih, S.Ked",33,Non-Student,F,dki,39,Terminal Kampung Melayu - Kapin Raya,Univ. Borobudur 2,Awab Dalam,2023-04-03 06:58:49,2023-04-28 17:59:12
3535956287015847,Karsana Oktaviani,30,Non-Student,M,dki,1,Meruya - Blok M,Pospol Taman Aries,Green Permata,2023-04-21 20:30:05,2023-04-21 21:25:08
3536007702267420,Kania Adriansyah,13,Student,F,dki,39,Lebak Bulus - Ragunan,Jln. Pondok Labu 1A,SDN Lebak Bulus 01,2023-04-03 06:24:48,2023-04-28 18:27:51
3536054810131767,Harsana Ramadan,39,Non-Student,F,dki,39,Taman Kota - Budi Luhur,Gg. H Satiri Manshur,Masjid Nurul Iman Kubur Batu,2023-04-03 09:42:40,2023-04-28 22:54:59
3536102311063490,Ir. Bala Prakasa,39,Non-Student,M,dki,12,Joglo - Blok M,Permata Eksekutif 1,Jln. Taman Alfa Indah,2023-04-13 05:48:04,2023-04-19 18:50:30
3536260321802008,Yuliana Haryanto,35,Non-Student,M,dki,40,Bintaro - Blok M,One Park Residences,Puskesmas Kel. Gunung,2023-04-03 07:47:41,2023-04-28 19:12:51
3536572066357562,Vivi Salahudin,34,Non-Student,F,dki,3,Pinang Ranti - Pramuka,Budi Utomo,Jln. Panca Warga IV,2023-04-09 17:07:04,2023-04-30 05:56:34
3536612674069934,Empluk Nuraini,43,Non-Student,F,dki,1,Tanjung Priok - Jembatan Item,Jembatan Item,Sbr. Taman BMW,2023-04-20 07:03:09,2023-04-20 08:11:48
3536755789592496,dr. Kurnia Lailasari,16,Student,F,dki,1,Puri Beta - Dukuh Atas,Gatot Subroto Jamsostek Arah Timur,Tendean,2023-04-19 09:02:55,2023-04-19 10:24:01
3536759468239783,Shakila Maryadi,36,Non-Student,F,dki,38,PGC 2 - Grogol 2,Cawang Ciliwung Arah Barat,Pancoran Barat Arah Barat,2023-04-03 06:15:04,2023-04-28 18:30:43
3537344445143314,Unjani Mulyani,37,Non-Student,F,dki,40,Ragunan - MH Thamrin,Kuningan Timur,Buncit Indah,2023-04-03 05:12:10,2023-04-28 18:14:04
3537543297101185,Samsul Ramadan,58,Non-Student,M,dki,39,Pulo Gebang - Pulo Gadung 2,Pasar Pulo Gadung,Walikota Jakarta Timur,2023-04-03 06:23:36,2023-04-28 18:45:07
3537573241596842,Diana Purwanti,39,Non-Student,F,dki,38,Tanah Abang - Kota,Jln. Taman Sari I,Jln. Manggis Pangeran Jayakarta,2023-04-03 08:37:03,2023-04-28 22:22:58
3537626290568235,Cinta Megantara,17,Student,M,dki,1,Term. Rawamangun - Term. Manggarai,Total Buah Rawamangun,Term. Rawamangun,2023-04-24 13:39:20,2023-04-24 16:33:15
3538188301958649,drg. Gasti Setiawan,43,Non-Student,F,dki,4,Grogol - Tubagus Angke,Flyover Radin Inten 1,Masjid Jami Nurul Ain 2,2023-04-08 13:15:37,2023-04-30 19:11:48
3538696105114797,"drg. Ade Aryani, S.Pd",47,Non-Student,M,dki,1,Tanah Abang - Kebayoran Lama via Pos Pengumben,Jln. Asshofa Raya,Sbr. Ps. Palmerah,2023-04-18 14:36:07,2023-04-18 15:44:19
3538895574758627,Asmuni Damanik,37,Non-Student,F,dki,4,Kampung Melayu - Tanah Abang,ASMI,Flyover Kampung Melayu,2023-04-08 10:37:16,2023-04-30 13:56:42
3539535695881465,"Dr. Zulfa Tamba, S.E.I",38,Non-Student,M,dki,38,Pulo Gadung - Monas,Cempaka Tengah,Pulo Gadung 1,2023-04-03 05:28:22,2023-04-28 19:26:01
3539941673936471,"Calista Saputra, S.Ked",39,Non-Student,M,dki,4,Bekasi Barat - Kuningan,Kayuringin 1,Akses Jembatan Ciliwung Balekambang,2023-04-09 11:24:15,2023-04-29 17:00:50
3540286623681182,"Karimah Pangestu, S.Kom",56,Non-Student,M,dki,37,Stasiun Tebet - Rusun Karet Tengsin,Telkom Tebet,Masjid Jami Al Mamur Bukit Duri,2023-04-03 05:24:09,2023-04-28 18:28:54
3540357155140234,R. Cornelia Saputra,39,Non-Student,M,dki,14,Rusun Rawa Bebek - Kodamar,Jagal 1,ASMI 2,2023-04-13 06:06:55,2023-04-19 20:55:05
3540498853163878,Kalim Latupono,53,Non-Student,M,dki,4,Kalibata - Kuningan,Jembatan Merah 1,Persahabatan,2023-04-09 09:07:54,2023-04-30 15:34:23
3540608831782736,Jasmani Tamba,22,Non-Student,M,dki,40,Cibubur - Kuningan,Gedung Granadi,Buperta Cibubur,2023-04-03 07:22:16,2023-04-28 20:00:51
3540776389563673,"Jati Haryanto, S.Sos",39,Non-Student,M,dki,1,Puri Kembangan - Sentraland Cengkareng,BSI Cengkareng,Taman Palem Lestari,2023-04-12 06:11:44,2023-04-12 09:01:13
3541360891398495,Caket Widodo,38,Non-Student,M,dki,1,Pelabuhan Kaliadem - Kota,Term. Muara Angke 1,SMKN 56,2023-04-25 08:10:24,2023-04-25 09:20:42
3541980313378864,T. Paiman Wastuti,24,Non-Student,F,dki,14,Rusun Cipinang Muara - Jatinegara,Gg. Randu,Imigrasi Jaktim 1,2023-04-13 10:32:23,2023-04-19 18:24:50
3542062438073909,"Luluh Purwanti, S.E.I",37,Non-Student,F,dki,14,Term. Pulo Gadung - Lampiri,Gg. H Sayuti I,IGI,2023-04-13 07:35:16,2023-04-19 19:00:19
3542465875351169,Carla Waskita,38,Non-Student,F,dki,39,Pasar Minggu - Tanah Abang,Term. Pasar Minggu,PMI,2023-04-03 09:27:16,2023-04-28 18:59:52
3542709697749732,Danuja Saputra,38,Non-Student,M,dki,4,Pantai Maju - Balai Kota,Direktorat Jenderal Pajak,Benhil 3,2023-04-09 11:45:37,2023-04-30 22:12:47
3543024804143004,R. Oni Lailasari,28,Non-Student,M,dki,4,Lebak Bulus - Cipulir,Gg. Arba Johar Baru,Boulevard Kelapa Hybrida Raya 2,2023-04-09 15:52:25,2023-04-29 12:02:06
3543155487538258,Novi Nuraini,51,Non-Student,M,dki,4,Harapan Baru - Pulo Gebang via Rawa Kuning,Jln. Angkasa Bundaran Kemayoran,Cipinang Kebon Nanas,2023-04-08 21:50:22,2023-04-29 15:57:38
3543780874912921,Sakti Waskita,49,Non-Student,M,dki,4,Gondangdia - Balai Kota,Jln. B Karang Anyar,Jln. Pintu Air II Pasar Baru,2023-04-09 12:39:22,2023-04-29 18:46:57
3544454385390261,Jarwa Novitasari,28,Non-Student,M,dki,40,Pulo Gadung - Monas,Cempaka Timur,Monas,2023-04-03 07:13:48,2023-04-28 21:42:43
3544787327556469,"drg. Ayu Haryanti, M.Pd",34,Non-Student,M,dki,1,Rusun Rawa Bebek - Bukit Duri,Buaran,Flyover Radin Inten,2023-04-18 07:27:03,2023-04-18 08:33:19
3544885200157403,Estiono Budiman,17,Student,F,dki,2,Bekasi Barat - Kuningan,Jln. Acin Gaton,RSUD Ciracas,2023-04-16 16:15:00,2023-04-22 10:16:49
3544914025938688,Cakrabuana Yolanda,45,Non-Student,M,dki,4,Pluit - Senen,Gunung Sahari Mangga Dua,Bekasi Barat,2023-04-09 19:55:55,2023-04-30 19:10:08
3544931989278653,"Artawan Iswahyudi, M.Pd",33,Non-Student,M,dki,39,Ragunan - Blok M via Kemang,Ampera Garden,Arsip Nasional RI 1,2023-04-03 05:43:45,2023-04-28 18:12:18
3545483364022719,Ratih Anggraini,30,Non-Student,F,dki,38,Terminal Tanah Merah - Pulo Gadung,Bermis 1,Jln. Dewi Sinta,2023-04-03 08:32:10,2023-04-28 08:08:16
3545499820365948,Cawuk Mayasari,22,Non-Student,F,dki,39,Kampung Melayu - Pondok Kelapa,Sbr. SMPN 148,Jln. Serdang,2023-04-03 05:35:17,2023-04-28 18:20:02
